sld,tld,status,message
"kohl",".hidns.vip","❌","undefined"
"flam",".hidns.co","❌","undefined"
"flat",".hidns.co","❌","undefined"
"kola",".hidns.vip","❌","undefined"
"kudu",".hidns.vip","❌","undefined"
"kung",".hidns.vip","❌","undefined"
"labs",".hidns.vip","❌","undefined"
"lace",".hidns.vip","❌","undefined"
"flaw",".hidns.co","❌","undefined"
"lacy",".hidns.vip","❌","undefined"
"lade",".hidns.vip","❌","undefined"
"flea",".hidns.co","❌","undefined"
"lads",".hidns.vip","❌","undefined"
"fled",".hidns.co","❌","undefined"
"flew",".hidns.co","❌","undefined"
"flee",".hidns.co","❌","undefined"
"flex",".hidns.co","❌","undefined"
"laid",".hidns.vip","❌","undefined"
"lain",".hidns.vip","❌","undefined"
"lair",".hidns.vip","❌","undefined"
"tore",".hidns.vip","❌","undefined"
"tops",".hidns.vip","❌","undefined"
"torn",".hidns.vip","❌","undefined"
"toss",".hidns.vip","❌","undefined"
"tory",".hidns.vip","❌","undefined"
"flip",".hidns.co","❌","undefined"
"tote",".hidns.vip","❌","undefined"
"tour",".hidns.vip","❌","undefined"
"floe",".hidns.co","❌","undefined"
"flit",".hidns.co","❌","undefined"
"tout",".hidns.vip","❌","undefined"
"flog",".hidns.co","❌","undefined"
"tram",".hidns.vip","❌","undefined"
"toys",".hidns.vip","❌","undefined"
"trap",".hidns.vip","❌","undefined"
"tray",".hidns.vip","❌","undefined"
"trim",".hidns.vip","❌","undefined"
"trek",".hidns.vip","❌","undefined"
"flop",".hidns.co","❌","undefined"
"trio",".hidns.vip","❌","undefined"
"trip",".hidns.vip","❌","undefined"
"flux",".hidns.co","❌","undefined"
"flow",".hidns.co","❌","undefined"
"trod",".hidns.vip","❌","undefined"
"foal",".hidns.co","❌","undefined"
"trot",".hidns.vip","❌","undefined"
"trow",".hidns.vip","❌","undefined"
"foam",".hidns.co","❌","undefined"
"tuba",".hidns.vip","❌","undefined"
"foci",".hidns.co","❌","undefined"
"tube",".hidns.vip","❌","undefined"
"tuck",".hidns.vip","❌","undefined"
"foil",".hidns.co","❌","undefined"
"tuna",".hidns.vip","❌","undefined"
"fold",".hidns.co","❌","undefined"
"folk",".hidns.co","❌","undefined"
"fond",".hidns.co","❌","undefined"
"tune",".hidns.vip","❌","undefined"
"font",".hidns.co","❌","undefined"
"tuns",".hidns.vip","❌","undefined"
"turf",".hidns.vip","❌","undefined"
"food",".hidns.co","❌","undefined"
"tusk",".hidns.vip","❌","undefined"
"fool",".hidns.co","❌","undefined"
"tutu",".hidns.vip","❌","undefined"
"foot",".hidns.co","❌","undefined"
"ford",".hidns.co","❌","undefined"
"fora",".hidns.co","❌","undefined"
"fore",".hidns.co","❌","undefined"
"fork",".hidns.co","❌","undefined"
"twain",".hidns.vip","❌","undefined"
"twee",".hidns.vip","❌","undefined"
"form",".hidns.co","❌","undefined"
"twig",".hidns.vip","❌","undefined"
"fort",".hidns.co","❌","undefined"
"foul",".hidns.co","❌","undefined"
"four",".hidns.co","❌","undefined"
"twin",".hidns.vip","❌","undefined"
"fowl",".hidns.co","❌","undefined"
"twit",".hidns.vip","❌","undefined"
"frag",".hidns.co","❌","undefined"
"typo",".hidns.vip","❌","undefined"
"undo",".hidns.vip","❌","undefined"
"fray",".hidns.co","❌","undefined"
"free",".hidns.co","❌","undefined"
"unto",".hidns.vip","❌","undefined"
"frig",".hidns.co","❌","undefined"
"fret",".hidns.co","❌","undefined"
"urns",".hidns.vip","❌","undefined"
"urge",".hidns.vip","❌","undefined"
"frog",".hidns.co","❌","undefined"
"fuel",".hidns.co","❌","undefined"
"full",".hidns.co","❌","undefined"
"fume",".hidns.co","❌","undefined"
"fund",".hidns.co","❌","undefined"
"usher",".hidns.vip","❌","undefined"
"funk",".hidns.co","❌","undefined"
"vain",".hidns.vip","❌","undefined"
"vale",".hidns.vip","❌","undefined"
"furl",".hidns.co","❌","undefined"
"fuse",".hidns.co","❌","undefined"
"vamp",".hidns.vip","❌","undefined"
"fuss",".hidns.co","❌","undefined"
"gain",".hidns.co","❌","undefined"
"vane",".hidns.vip","❌","undefined"
"gait",".hidns.co","❌","undefined"
"gall",".hidns.co","❌","undefined"
"game",".hidns.co","❌","undefined"
"gang",".hidns.co","❌","undefined"
"vary",".hidns.vip","❌","undefined"
"vase",".hidns.vip","❌","undefined"
"gaol",".hidns.co","❌","undefined"
"veal",".hidns.vip","❌","undefined"
"veer",".hidns.vip","❌","undefined"
"gaps",".hidns.co","❌","undefined"
"garb",".hidns.co","❌","undefined"
"veil",".hidns.vip","❌","undefined"
"gate",".hidns.co","❌","undefined"
"veld",".hidns.vip","❌","undefined"
"vein",".hidns.vip","❌","undefined"
"gaze",".hidns.co","❌","undefined"
"gave",".hidns.co","❌","undefined"
"vend",".hidns.vip","❌","undefined"
"gear",".hidns.co","❌","undefined"
"vent",".hidns.vip","❌","undefined"
"verb",".hidns.vip","❌","undefined"
"geld",".hidns.co","❌","undefined"
"vest",".hidns.vip","❌","undefined"
"gene",".hidns.co","❌","undefined"
"veto",".hidns.vip","❌","undefined"
"vice",".hidns.vip","❌","undefined"
"gent",".hidns.co","❌","undefined"
"vine",".hidns.vip","❌","undefined"
"germ",".hidns.co","❌","undefined"
"visa",".hidns.vip","❌","undefined"
"yak",".hidns.co","❌","undefined"
"gets",".hidns.co","❌","undefined"
"vise",".hidns.vip","❌","undefined"
"vita",".hidns.vip","❌","undefined"
"gibe",".hidns.co","❌","undefined"
"viva",".hidns.vip","❌","undefined"
"vole",".hidns.vip","❌","undefined"
"gill",".hidns.co","❌","undefined"
"volt",".hidns.vip","❌","undefined"
"gilt",".hidns.co","❌","undefined"
"vows",".hidns.vip","❌","undefined"
"wade",".hidns.vip","❌","undefined"
"gins",".hidns.co","❌","undefined"
"wadi",".hidns.vip","❌","undefined"
"yap",".hidns.co","❌","undefined"
"gird",".hidns.co","❌","undefined"
"wail",".hidns.vip","❌","undefined"
"girl",".hidns.co","❌","undefined"
"wake",".hidns.vip","❌","undefined"
"wale",".hidns.vip","❌","undefined"
"warn",".hidns.vip","❌","undefined"
"glad",".hidns.co","❌","undefined"
"warp",".hidns.vip","❌","undefined"
"wars",".hidns.vip","❌","undefined"
"glam",".hidns.co","❌","undefined"
"wart",".hidns.vip","❌","undefined"
"wary",".hidns.vip","❌","undefined"
"glia",".hidns.co","❌","undefined"
"glen",".hidns.co","❌","undefined"
"glob",".hidns.co","❌","undefined"
"wasp",".hidns.vip","❌","undefined"
"glow",".hidns.co","❌","undefined"
"watt",".hidns.vip","❌","undefined"
"wave",".hidns.vip","❌","undefined"
"wavy",".hidns.vip","❌","undefined"
"glue",".hidns.co","❌","undefined"
"ways",".hidns.vip","❌","undefined"
"waxy",".hidns.vip","❌","undefined"
"gnaw",".hidns.co","❌","undefined"
"gnat",".hidns.co","❌","undefined"
"weak",".hidns.vip","❌","undefined"
"goal",".hidns.co","❌","undefined"
"weal",".hidns.vip","❌","undefined"
"goat",".hidns.co","❌","undefined"
"gold",".hidns.co","❌","undefined"
"golf",".hidns.co","❌","undefined"
"gong",".hidns.co","❌","undefined"
"goof",".hidns.co","❌","undefined"
"wean",".hidns.vip","❌","undefined"
"gore",".hidns.co","❌","undefined"
"weds",".hidns.vip","❌","undefined"
"weed",".hidns.vip","❌","undefined"
"gory",".hidns.co","❌","undefined"
"gout",".hidns.co","❌","undefined"
"gosh",".hidns.co","❌","undefined"
"gown",".hidns.co","❌","undefined"
"grab",".hidns.co","❌","undefined"
"grad",".hidns.co","❌","undefined"
"weep",".hidns.vip","❌","undefined"
"grip",".hidns.co","❌","undefined"
"grit",".hidns.co","❌","undefined"
"weir",".hidns.vip","❌","undefined"
"weft",".hidns.vip","❌","undefined"
"weld",".hidns.vip","❌","undefined"
"welt",".hidns.vip","❌","undefined"
"grow",".hidns.co","❌","undefined"
"wend",".hidns.vip","❌","undefined"
"gulf",".hidns.co","❌","undefined"
"gulp",".hidns.co","❌","undefined"
"gums",".hidns.co","❌","undefined"
"gush",".hidns.co","❌","undefined"
"guns",".hidns.co","❌","undefined"
"hack",".hidns.co","❌","undefined"
"gust",".hidns.co","❌","undefined"
"haft",".hidns.co","❌","undefined"
"hair",".hidns.co","❌","undefined"
"hail",".hidns.co","❌","undefined"
"wept",".hidns.vip","❌","undefined"
"west",".hidns.vip","❌","undefined"
"hand",".hidns.co","❌","undefined"
"hang",".hidns.co","❌","undefined"
"hank",".hidns.co","❌","undefined"
"hard",".hidns.co","❌","undefined"
"hark",".hidns.co","❌","undefined"
"harp",".hidns.co","❌","undefined"
"harm",".hidns.co","❌","undefined"
"hash",".hidns.co","❌","undefined"
"hate",".hidns.co","❌","undefined"
"wham",".hidns.vip","❌","undefined"
"hasp",".hidns.co","❌","undefined"
"haul",".hidns.co","❌","undefined"
"hawk",".hidns.co","❌","undefined"
"head",".hidns.co","❌","undefined"
"haze",".hidns.co","❌","undefined"
"heal",".hidns.co","❌","undefined"
"heap",".hidns.co","❌","undefined"
"hale",".hidns.co","❌","undefined"
"hear",".hidns.co","❌","undefined"
"heat",".hidns.co","❌","undefined"
"heck",".hidns.co","❌","undefined"
"heed",".hidns.co","❌","undefined"
"heel",".hidns.co","❌","undefined"
"held",".hidns.co","❌","undefined"
"heir",".hidns.co","❌","undefined"
"hell",".hidns.co","❌","undefined"
"helm",".hidns.co","❌","undefined"
"hers",".hidns.co","❌","undefined"
"herb",".hidns.co","❌","undefined"
"hero",".hidns.co","❌","undefined"
"hide",".hidns.co","❌","undefined"
"high",".hidns.co","❌","undefined"
"hike",".hidns.co","❌","undefined"
"hill",".hidns.co","❌","undefined"
"hilt",".hidns.co","❌","undefined"
"hind",".hidns.co","❌","undefined"
"hire",".hidns.co","❌","undefined"
"hint",".hidns.co","❌","undefined"
"whee",".hidns.vip","❌","undefined"
"whew",".hidns.vip","❌","undefined"
"whet",".hidns.vip","❌","undefined"
"whey",".hidns.vip","❌","undefined"
"whig",".hidns.vip","❌","undefined"
"whim",".hidns.vip","❌","undefined"
"whir",".hidns.vip","❌","undefined"
"whip",".hidns.vip","❌","undefined"
"whit",".hidns.vip","❌","undefined"
"whop",".hidns.vip","❌","undefined"
"whys",".hidns.vip","❌","undefined"
"wick",".hidns.vip","❌","undefined"
"wilt",".hidns.vip","❌","undefined"
"wily",".hidns.vip","❌","undefined"
"wine",".hidns.vip","❌","undefined"
"wing",".hidns.vip","❌","undefined"
"wink",".hidns.vip","❌","undefined"
"wino",".hidns.vip","❌","undefined"
"wins",".hidns.vip","❌","undefined"
"wipe",".hidns.vip","❌","undefined"
"wire",".hidns.vip","❌","undefined"
"wiry",".hidns.vip","❌","undefined"
"wise",".hidns.vip","❌","undefined"
"wisp",".hidns.vip","❌","undefined"
"wits",".hidns.vip","❌","undefined"
"woes",".hidns.vip","❌","undefined"
"wolf",".hidns.vip","❌","undefined"
"womb",".hidns.vip","❌","undefined"
"wont",".hidns.vip","❌","undefined"
"wool",".hidns.vip","❌","undefined"
"woof",".hidns.vip","❌","undefined"
"wore",".hidns.vip","❌","undefined"
"worm",".hidns.vip","❌","undefined"
"worn",".hidns.vip","❌","undefined"
"wove",".hidns.vip","❌","undefined"
"writ",".hidns.vip","❌","undefined"
"wrap",".hidns.vip","❌","undefined"
"yack",".hidns.vip","❌","undefined"
"wry",".hidns.vip","❌","undefined"
"yaks",".hidns.vip","❌","undefined"
"yale",".hidns.vip","❌","undefined"
"yam",".hidns.vip","❌","undefined"
"yang",".hidns.vip","❌","undefined"
"yank",".hidns.vip","❌","undefined"
"yaps",".hidns.vip","❌","undefined"
"yarn",".hidns.vip","❌","undefined"
"yawn",".hidns.vip","❌","undefined"
"yawl",".hidns.vip","❌","undefined"
"yeas",".hidns.vip","❌","undefined"
"yell",".hidns.vip","❌","undefined"
"yelp",".hidns.vip","❌","undefined"
"yens",".hidns.vip","❌","undefined"
"yeti",".hidns.vip","❌","undefined"
"yews",".hidns.vip","❌","undefined"
"yips",".hidns.vip","❌","undefined"
"yoga",".hidns.vip","❌","undefined"
"yogi",".hidns.vip","❌","undefined"
"yoke",".hidns.vip","❌","undefined"
"yolk",".hidns.vip","❌","undefined"
"yore",".hidns.vip","❌","undefined"
"yowl",".hidns.vip","❌","undefined"
"yuan",".hidns.vip","❌","undefined"
"yule",".hidns.vip","❌","undefined"
"zany",".hidns.vip","❌","undefined"
"zeal",".hidns.vip","❌","undefined"
"zest",".hidns.vip","❌","undefined"
"zinc",".hidns.vip","❌","undefined"
"zing",".hidns.vip","❌","undefined"
"zips",".hidns.vip","❌","undefined"
"00",".hidns.co","❌","undefined"
"11",".hidns.co","❌","undefined"
"zoom",".hidns.vip","❌","undefined"
"22",".hidns.co","❌","undefined"
"33",".hidns.co","❌","undefined"
"44",".hidns.co","❌","undefined"
"55",".hidns.co","❌","undefined"
"66",".hidns.co","❌","undefined"
"88",".hidns.co","❌","undefined"
"99",".hidns.co","❌","undefined"
"77",".hidns.co","❌","undefined"
"aa",".hidns.co","❌","undefined"
"dd",".hidns.co","❌","undefined"
"ee",".hidns.co","❌","undefined"
"ff",".hidns.co","❌","undefined"
"gg",".hidns.co","❌","undefined"
"hh",".hidns.co","❌","undefined"
"jj",".hidns.co","❌","undefined"
"ii",".hidns.co","❌","undefined"
"kk",".hidns.co","❌","undefined"
"ll",".hidns.co","❌","undefined"
"mm",".hidns.co","❌","undefined"
"pp",".hidns.co","❌","undefined"
"nn",".hidns.co","❌","undefined"
"oo",".hidns.co","❌","undefined"
"qq",".hidns.co","❌","undefined"
"rr",".hidns.co","❌","undefined"
"uu",".hidns.co","❌","undefined"
"tt",".hidns.co","❌","undefined"
"ss",".hidns.co","❌","undefined"
"vv",".hidns.co","❌","undefined"
"ww",".hidns.co","❌","undefined"
"xx",".hidns.co","❌","undefined"
"yy",".hidns.co","❌","undefined"
"zz",".hidns.co","❌","undefined"
"0000",".hidns.co","❌","undefined"
"1111",".hidns.co","❌","undefined"
"2222",".hidns.co","❌","undefined"
"5555",".hidns.co","❌","undefined"
"4444",".hidns.co","❌","undefined"
"3333",".hidns.co","❌","undefined"
"6666",".hidns.co","❌","undefined"
"8888",".hidns.co","❌","undefined"
"9999",".hidns.co","❌","undefined"
"aaaa",".hidns.co","❌","undefined"
"bbbb",".hidns.co","❌","undefined"
"cccc",".hidns.co","❌","undefined"
"dddd",".hidns.co","❌","undefined"
"eeee",".hidns.co","❌","undefined"
"ffff",".hidns.co","❌","undefined"
"gggg",".hidns.co","❌","undefined"
"hhhh",".hidns.co","❌","undefined"
"iiii",".hidns.co","❌","undefined"
"jjjj",".hidns.co","❌","undefined"
"kkkk",".hidns.co","❌","undefined"
"llll",".hidns.co","❌","undefined"
"mmmm",".hidns.co","❌","undefined"
"nnnn",".hidns.co","❌","undefined"
"oooo",".hidns.co","❌","undefined"
"qqqq",".hidns.co","❌","undefined"
"pppp",".hidns.co","❌","undefined"
"rrrr",".hidns.co","❌","undefined"
"ssss",".hidns.co","❌","undefined"
"wwww",".hidns.co","❌","undefined"
"uuuu",".hidns.co","❌","undefined"
"tttt",".hidns.co","❌","undefined"
"xxxx",".hidns.co","❌","undefined"
"yyyy",".hidns.co","❌","undefined"
"zzzz",".hidns.co","❌","undefined"
"a",".hidns.co","❌","undefined"
"act",".hidns.co","❌","undefined"
"age",".hidns.co","❌","undefined"
"air",".hidns.co","❌","undefined"
"almost",".hidns.co","❌","undefined"
"am",".hidns.co","❌","undefined"
"an",".hidns.co","❌","undefined"
"as",".hidns.co","❌","undefined"
"art",".hidns.co","❌","undefined"
"ask",".hidns.co","❌","undefined"
"at",".hidns.co","❌","undefined"
"attend",".hidns.co","❌","undefined"
"avoid",".hidns.co","❌","undefined"
"awe",".hidns.co","❌","undefined"
"bar",".hidns.co","❌","undefined"
"be",".hidns.co","❌","undefined"
"bed",".hidns.co","❌","undefined"
"beg",".hidns.co","❌","undefined"
"begin",".hidns.co","❌","undefined"
"dam",".hidns.co","❌","undefined"
"below",".hidns.co","❌","undefined"
"dark",".hidns.co","❌","undefined"
"best",".hidns.co","❌","undefined"
"bet",".hidns.co","❌","undefined"
"bin",".hidns.co","❌","undefined"
"bit",".hidns.co","❌","undefined"
"blue",".hidns.co","❌","undefined"
"bow",".hidns.co","❌","undefined"
"build",".hidns.co","❌","undefined"
"by",".hidns.co","❌","undefined"
"cap",".hidns.co","❌","undefined"
"care",".hidns.co","❌","undefined"
"cat",".hidns.co","❌","undefined"
"city",".hidns.co","❌","undefined"
"cob",".hidns.co","❌","undefined"
"cod",".hidns.co","❌","undefined"
"col",".hidns.co","❌","undefined"
"con",".hidns.co","❌","undefined"
"cow",".hidns.co","❌","undefined"
"cry",".hidns.co","❌","undefined"
"cup",".hidns.co","❌","undefined"
"data",".hidns.co","❌","undefined"
"draw",".hidns.co","❌","undefined"
"dry",".hidns.co","❌","undefined"
"due",".hidns.co","❌","undefined"
"during",".hidns.co","❌","undefined"
"edge",".hidns.co","❌","undefined"
"egg",".hidns.co","❌","undefined"
"either",".hidns.co","❌","undefined"
"elf",".hidns.co","❌","undefined"
"elm",".hidns.co","❌","undefined"
"else",".hidns.co","❌","undefined"
"era",".hidns.co","❌","undefined"
"ever",".hidns.co","❌","undefined"
"eve",".hidns.co","❌","undefined"
"eye",".hidns.co","❌","undefined"
"face",".hidns.co","❌","undefined"
"fact",".hidns.co","❌","undefined"
"factor",".hidns.co","❌","undefined"
"fail",".hidns.co","❌","undefined"
"fair",".hidns.co","❌","undefined"
"fall",".hidns.co","❌","undefined"
"family",".hidns.co","❌","undefined"
"farm",".hidns.co","❌","undefined"
"fat",".hidns.co","❌","undefined"
"father",".hidns.co","❌","undefined"
"fig",".hidns.co","❌","undefined"
"figure",".hidns.co","❌","undefined"
"fox",".hidns.co","❌","undefined"
"fry",".hidns.co","❌","undefined"
"gap",".hidns.co","❌","undefined"
"gem",".hidns.co","❌","undefined"
"go",".hidns.co","❌","undefined"
"gum",".hidns.co","❌","undefined"
"gut",".hidns.co","❌","undefined"
"gym",".hidns.co","❌","undefined"
"half",".hidns.co","❌","undefined"
"happen",".hidns.co","❌","undefined"
"hardly",".hidns.co","❌","undefined"
"hat",".hidns.co","❌","undefined"
"health",".hidns.co","❌","undefined"
"he",".hidns.co","❌","undefined"
"hence",".hidns.co","❌","undefined"
"hen",".hidns.co","❌","undefined"
"hi",".hidns.co","❌","undefined"
"hit",".hidns.co","❌","undefined"
"hog",".hidns.co","❌","undefined"
"hop",".hidns.co","❌","undefined"
"huge",".hidns.co","❌","undefined"
"ice",".hidns.co","❌","undefined"
"idea",".hidns.co","❌","undefined"
"if",".hidns.co","❌","undefined"
"in",".hidns.co","❌","undefined"
"ink",".hidns.co","❌","undefined"
